status,gender,car,realty,children_count,income_amount,income_type,education_type,family_status,housing_type,work_phone,phone,email,occupation_type,family_members,age,working_yr
1.0,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,31.353738652983818,2.1877568082097083
0.0,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,54.0,3.0
0.0,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,Laborers,2.0,33.0,1.0
0.0,F,Y,Y,0,445500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Managers,2.0,34.0,1.0
1.0,F,Y,N,2,162000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,Core staff,4.0,26.0,2.0
1.0,M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,4.0,39.9484728194554,6.360690263812227
0.0,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Nan,3.0,28.0,1.0
0.0,M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,Security staff,2.0,57.0,0.0
0.0,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,1,1,0,Accountants,2.0,36.0,7.0
1.0,F,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2.0,47.60107006496191,0.6284185621482989
1.0,M,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Nan,3.0,34.0,5.0
0.0,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,Nan,2.0,47.0,3.0
0.0,F,N,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Private service staff,4.0,35.0,1.0
1.0,F,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4.0,38.79503453456531,8.99379316820664
1.0,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,0,1,0,Core staff,2.0,38.58622875337938,13.413771246620616
1.0,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,0,0,0,Drivers,2.0,48.0,8.0
1.0,F,Y,N,1,108000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,Sales staff,3.0,39.517615591668786,1.8964768816662434
0.0,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2.0,49.0,18.0
0.0,F,N,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,3.0,33.0,13.0
0.0,F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,With parents,0,1,0,Nan,2.0,33.0,0.0
0.0,M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,1,1,1,Nan,1.0,24.0,3.0
0.0,F,N,Y,1,247500.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,Managers,3.0,39.0,3.0
1.0,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Sales staff,2.0,34.0,4.0
0.0,M,Y,Y,0,585000.0,Commercial associate,Secondary / secondary special,Married,With parents,0,0,0,Drivers,2.0,45.0,4.0
1.0,M,N,N,1,395430.905266655,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,Sales staff,3.0,27.620603511103347,1.291178167900372
0.0,F,Y,Y,3,405000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Accountants,5.0,38.0,10.0
1.0,F,Y,N,0,180000.0,Working,Higher education,Married,House / apartment,1,1,0,Core staff,2.0,30.398233650436527,3.127112150039684
1.0,M,Y,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Laborers,4.0,38.22937058033063,4.36055940623144
1.0,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,47.0,8.0
0.0,F,Y,N,1,90000.0,State servant,Secondary / secondary special,Married,Municipal apartment,1,1,0,Medicine staff,3.0,38.0,19.0
0.0,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,0,0,0,Core staff,1.0,30.0,1.0
1.0,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,34.93035850918868,8.860717018377363
0.0,F,Y,N,0,405000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Drivers,2.0,35.0,12.0
1.0,M,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Drivers,2.0,27.23642232753295,1.147763954708093
1.0,M,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Nan,3.0,34.0,5.0
1.0,F,Y,N,1,108000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,Sales staff,3.0,44.73915908857796,1.2463863628593215
0.0,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,45.0,18.0
0.0,M,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,0,0,0,Security staff,2.0,54.0,15.0
1.0,M,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2.0,29.0,2.0
0.0,F,Y,Y,1,112500.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Cooking staff,2.0,38.0,0.0
0.0,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,48.0,4.0
0.0,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,0,0,0,Drivers,4.0,36.0,2.0
1.0,F,Y,Y,0,79223.95277967204,Working,Higher education,Married,House / apartment,0,0,0,Nan,2.0,41.946771600728795,4.341448760801676
1.0,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,0,1,0,Core staff,2.0,44.87456542908074,9.487804199643485
1.0,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,50.0,19.0
0.0,F,N,Y,0,148500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,1,High skill tech staff,1.0,54.0,7.0
1.0,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2.0,54.9791808396122,4.312287405817072
1.0,F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,Nan,2.0,37.14114518085062,0.8588548191493789
1.0,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,38.9586036583812,11.4793018291906
1.0,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,27.0,6.0
1.0,M,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,40.63213462770415,1.267538452578802
1.0,F,N,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Nan,2.0,57.98112685088938,29.943380552668152
0.0,M,Y,Y,2,315000.0,Working,Higher education,Married,House / apartment,0,0,0,Core staff,4.0,46.0,3.0
1.0,M,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,3.0,28.0,4.0
0.0,F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,3.0,35.0,2.0
0.0,F,Y,Y,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,3.0,42.0,2.0
1.0,F,Y,Y,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,48.0,11.0
0.0,F,Y,Y,1,315000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0,0,0,Medicine staff,3.0,44.0,21.0
0.0,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3.0,22.0,1.0
1.0,F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1,0,High skill tech staff,1.0,32.17596131866099,0.5278839559829569
1.0,M,N,Y,1,180000.0,Working,Lower secondary,Married,House / apartment,1,0,0,Nan,3.0,30.839360790003834,4.138561777508625
0.0,M,Y,N,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,Managers,3.0,45.0,10.0
1.0,M,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2.0,28.058537355317732,2.3138208815607566
0.0,M,N,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,4.0,45.0,0.0
1.0,M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,4.0,40.0,6.0
0.0,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Nan,3.0,27.0,0.0
1.0,M,Y,Y,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,5.0,54.97716185494182,3.6856984542151485
1.0,M,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,40.0,4.358483414104276
0.0,F,N,Y,1,337500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Core staff,3.0,35.0,9.0
0.0,F,N,N,0,94500.0,Working,Higher education,Married,House / apartment,0,0,0,Nan,2.0,24.0,2.0
1.0,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,44.86632232682424,6.955440775608079
1.0,F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,Nan,2.0,37.83017854228586,0.1698214577141398
1.0,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,1,0,0,Drivers,2.0,24.0,2.0
0.0,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Core staff,2.0,36.0,2.0
1.0,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,3.0,40.988354446399015,4.680253145867813
0.0,F,N,N,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2.0,50.0,4.0
1.0,F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,2.0,35.23381347723031,11.350720215845467
1.0,F,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Nan,2.0,36.84744247693695,6.121063210990993
0.0,M,Y,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,2.0,50.0,4.0
1.0,F,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4.0,38.0,8.0
1.0,F,Y,Y,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,48.0,11.0
0.0,M,N,N,1,112500.0,Working,Secondary / secondary special,Separated,With parents,0,0,0,Laborers,2.0,42.0,4.0
1.0,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2.0,56.135877851689806,32.40763355506941
1.0,F,Y,N,2,162000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,Core staff,4.0,26.0,2.0
1.0,M,N,N,0,595662.2489662328,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Managers,2.0,27.756427852602936,2.3247628631960864
1.0,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,36.63261903502825,0.0
1.0,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,37.99713522500125,0.008594324996247682
0.0,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,Core staff,3.0,26.0,7.0
0.0,F,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2.0,40.0,17.0
0.0,M,Y,N,1,292500.0,Working,Secondary / secondary special,Separated,House / apartment,0,1,0,Laborers,2.0,34.0,2.0
1.0,M,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Nan,3.0,33.017160688081745,2.0514820642452305
0.0,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,44.0,21.0
0.0,F,N,Y,1,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Medicine staff,2.0,36.0,10.0
0.0,F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,Accountants,2.0,30.0,5.0
1.0,M,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,3.0,28.041001855274537,2.319666048241821
1.0,M,Y,Y,1,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,3.0,48.337921117558324,3.0
1.0,F,Y,Y,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,48.0,11.0
1.0,F,Y,N,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,3.0,44.0,1.0
1.0,F,N,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3.0,33.30964123523705,2.486746392169544
0.0,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,52.0,17.0
1.0,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,3.0,30.0,7.189209005305776
1.0,M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,4.0,39.78438341050212,6.107808294748938
0.0,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,1,Laborers,3.0,46.0,3.0
0.0,F,N,N,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,Core staff,3.0,40.0,7.0
1.0,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,34.0,7.0
0.0,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,40.0,4.0
1.0,F,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4.0,37.595848594497085,7.191697188994173
1.0,M,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Nan,3.0,33.58374022527422,3.7512206758226667
1.0,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,48.06480982565386,2.8055705230384125
1.0,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,Nan,2.0,49.0,6.0
0.0,M,Y,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,2.0,32.0,8.0
0.0,M,Y,Y,1,360000.0,Working,Higher education,Married,House / apartment,0,0,0,Drivers,3.0,42.0,3.0
1.0,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Managers,2.0,42.88174183979848,2.8637636003358655
1.0,F,Y,N,2,162000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,Core staff,4.0,26.0,2.0
1.0,F,N,Y,3,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,5.0,30.13376491776291,8.643293552632237
1.0,F,Y,Y,0,81000.0,Working,Higher education,Married,House / apartment,0,0,0,Nan,2.0,50.688494689422875,0.0
0.0,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,Managers,3.0,45.0,7.0
1.0,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,0,0,0,Drivers,2.0,51.78759868714767,9.082171053470763
0.0,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,Medicine staff,4.0,37.0,17.0
0.0,M,N,N,2,360000.0,Working,Higher education,Married,Rented apartment,0,0,0,Core staff,4.0,41.0,3.0
1.0,M,N,Y,0,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,0,0,0,Sales staff,2.0,31.78903882781739,1.183558241726085
0.0,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,0,0,0,Drivers,4.0,36.0,2.0
1.0,F,Y,Y,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,48.0,11.0
0.0,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,0,0,0,Drivers,4.0,36.0,2.0
1.0,M,Y,Y,2,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2.0,46.73618737618166,6.052762524763668
1.0,F,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4.0,38.0,8.0
1.0,F,Y,N,0,180000.0,Working,Higher education,Married,House / apartment,1,1,0,Managers,2.0,40.0,4.0
1.0,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,3.0,42.0,4.850652406509502
0.0,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Sales staff,1.0,35.0,17.0
1.0,M,Y,Y,0,215903.14479507058,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2.0,32.708597267607836,10.6324283239477
1.0,F,N,Y,1,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Accountants,3.0,45.022204733000606,10.252775591625076
1.0,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,1,0,0,Drivers,2.0,24.0,2.0
0.0,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,0,0,0,Laborers,1.0,42.0,8.0
1.0,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Accountants,3.0,29.187898271782778,3.2484069128688846
0.0,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Core staff,3.0,23.0,1.0
1.0,F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Cooking staff,2.0,51.819738540926245,0.3605229181475049
1.0,F,Y,N,0,142228.3772097112,Working,Incomplete higher,Civil marriage,House / apartment,0,0,0,Laborers,2.0,28.362163720385052,2.0
0.0,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,0,0,0,Drivers,2.0,50.0,7.0
1.0,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2.0,56.26497401427769,31.07986140948102
0.0,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Widow,House / apartment,0,0,0,Medicine staff,1.0,55.0,1.0
1.0,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,37.0,3.0
0.0,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Laborers,1.0,50.0,1.0
1.0,F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,51.043080970005924,4.0
1.0,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,29.67048991841628,7.121306449110083
0.0,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0,0,0,Laborers,2.0,51.0,2.0
0.0,F,N,Y,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Laborers,1.0,41.0,4.0
1.0,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,32.06821426570623,5.068214265706228
1.0,F,N,Y,3,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,5.0,32.47873291131053,2.3900455698385867
0.0,F,Y,N,0,360000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,Managers,2.0,44.0,0.0
0.0,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Nan,2.0,35.0,8.0
1.0,M,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Nan,3.0,33.91834166063367,4.755024981901012
0.0,F,Y,N,0,337500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2.0,46.0,1.0
0.0,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Core staff,1.0,36.0,2.0
0.0,F,N,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,Core staff,2.0,24.0,2.0
1.0,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Security staff,2.0,54.15735817525454,3.527925474236395
1.0,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,High skill tech staff,2.0,55.0,1.095958616211001
1.0,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Managers,2.0,39.39526023408193,2.790520468163859
0.0,F,Y,Y,0,202500.0,Working,Higher education,Civil marriage,House / apartment,1,1,0,Core staff,2.0,43.0,9.0
1.0,F,N,Y,0,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Core staff,1.0,51.0,1.0
1.0,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,29.492709010384736,2.6618060069231566
0.0,F,N,N,0,202500.0,Working,Higher education,Civil marriage,House / apartment,1,1,0,Sales staff,2.0,26.0,3.0
1.0,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,0,0,0,Drivers,2.0,55.0,10.0
0.0,M,N,N,0,67500.0,Working,Lower secondary,Married,House / apartment,1,0,0,Laborers,2.0,55.0,8.0
0.0,F,Y,N,2,135000.0,Working,Higher education,Civil marriage,Municipal apartment,1,1,0,Sales staff,4.0,30.0,3.0
1.0,M,Y,Y,3,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,5.0,37.777000425582756,1.1990416843992815
0.0,F,N,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,High skill tech staff,2.0,37.0,13.0
1.0,F,N,Y,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2.0,31.474761901417963,10.474761901417963
0.0,M,N,N,0,121500.0,Working,Higher education,Married,House / apartment,0,0,0,Nan,2.0,26.0,8.0
0.0,F,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Accountants,2.0,43.0,5.0
1.0,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,3.0,33.31659613027695,5.158662981216139
1.0,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,26.0,3.820902340871509
1.0,M,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,1.0,36.148617135698174,4.528278446764964
0.0,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Nan,3.0,34.0,9.0
1.0,F,N,Y,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Core staff,1.0,38.0,2.0
0.0,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,4.0,46.0,13.0
1.0,M,N,N,0,403622.5964223399,Working,Secondary / secondary special,Single / not married,Municipal apartment,0,0,0,Sales staff,1.0,38.46955158037765,2.7959402107170193
1.0,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Nan,2.0,27.62607809002631,2.2521561800526215
1.0,F,Y,Y,0,73875.26124712444,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,48.58327527841679,5.750522494248869
1.0,M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Low-skill Laborers,2.0,45.0,1.0
1.0,F,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3.0,44.2762190424079,0.3618904787960503
1.0,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2.0,28.0,1.0
1.0,F,N,N,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,Security staff,1.0,53.718621158465545,4.140689420767227
1.0,F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Nan,2.0,52.0,4.0
0.0,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2.0,58.0,2.0
0.0,F,N,Y,1,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Managers,2.0,49.0,16.0
1.0,F,Y,Y,0,249376.57325247835,Working,Higher education,Married,House / apartment,1,0,0,Accountants,2.0,30.0,7.957459304178691
1.0,M,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,51.48544128688587,3.6912647721315253
0.0,F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Nan,2.0,28.0,2.0
0.0,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,51.0,0.0
1.0,F,N,N,1,205941.22242028548,Working,Higher education,Civil marriage,House / apartment,0,0,0,Core staff,3.0,38.823580466983884,7.941135626412895
0.0,F,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Managers,2.0,27.0,4.0
1.0,M,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,40.0,4.1074846326905945
0.0,M,N,N,0,157500.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Core staff,1.0,25.0,3.0
0.0,F,N,Y,0,171000.0,Student,Higher education,Married,House / apartment,0,0,1,Core staff,2.0,51.0,10.0
0.0,F,N,N,1,675000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,Sales staff,3.0,29.0,2.0
1.0,M,N,Y,0,207000.0,State servant,Higher education,Married,House / apartment,0,0,0,Core staff,2.0,40.0,11.292955114910871
0.0,F,Y,N,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,High skill tech staff,2.0,48.0,1.0
0.0,M,Y,Y,0,585000.0,Commercial associate,Secondary / secondary special,Married,With parents,0,0,0,Drivers,2.0,45.0,4.0
1.0,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Nan,2.0,44.0,2.0
1.0,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,3.0,29.96290542304953,0.14837830780187655
0.0,M,Y,Y,1,261000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Drivers,3.0,32.0,3.0
1.0,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Nan,2.0,48.88034535915751,0.051280560361066096
0.0,F,Y,Y,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,Core staff,2.0,52.0,7.0
0.0,F,Y,Y,1,355500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,3.0,41.0,0.0
1.0,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Cooking staff,2.0,49.45470950670758,4.317935739938627
1.0,F,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4.0,38.0,8.0
1.0,F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1,0,High skill tech staff,1.0,32.9851973210077,2.9851973210077034
